search_term,organization_type,handle,display_name,description,follower_count,following_count,posts_count,search_date
Advance HE,"Charities,Trusts and Non Government",jpop.bsky.social,James Montagna,"WayForward game director (Advance Wars, Shantae, Vitamin Connection) — Follow for all the latest

media artist, professional snacker, international man of mystery, herald of chaos.

@JamesPopStar on the other place, you can reach me on there if you want",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",ecpr.bsky.social,European Consortium for Political Research,"ECPR is an independent, scholarly association with a mission to advance political science ▪ https://ecpr.eu/ ▪ https://theloop.ecpr.eu/ ▪ https://podcasters.spotify.com/pod/show/ecpr ",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",alanallport.bsky.social,Alan Owlport 🦉 🎃 ,"Dr. Walter Montgomery & Marian Gruber Professor of History, Syracuse, NY. https://www.maxwell.syr.edu/directory/alan-allport Husband, dad, scouser, gobby. Demobbed (2009), Browned Off & Bloody-Minded (2015), Britain at Bay (2020), Advance Britannia (2025)",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",insomniacovrlrd.bsky.social,InsomniacOvrlrd,"•NSFW• Creator of Passiontail Isle. Fictional Creature Enthusiast - Must be 18+ to view this content.
passiontailisle.com/ - To read the comics!
patreon.com/InsomniacOvrLrd  - to read 3 months in advance + other stuff!",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",nextontcm.bsky.social,Hexed on TCM,"Every movie on TCM an hour in advance. 
U.S. schedule. Canada may differ.
I don't work for TCM. 
Not a bot.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",spspnews.bsky.social,Society for Personality and Social Psychology,"SPSP strives to advance the study, teaching, and application of social and personality psychology. Links, Reposts ≠ endorsement. Monitored 9am ET - 5pm ET, Monday-Friday",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",newslitproject.bsky.social,News Literacy Project ,We advance the development and teaching of news literacy in K-12 education. #NewsLiteracy https://newslit.org/,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",amornith.bsky.social,American Ornithological Society,The American Ornithological Society (AOS) is a global network of professionals working together to advance the scientific study and conservation of birds.,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",bslotterback.bsky.social,Brendon SPOOKYback,Decarbonization. Likes charts. Helping philanthropy and government advance clean energy. PGH🌲 🚲,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",blunz.bsky.social,zee,"not active here yet, just an account in advance for when twitter dies - twitter @ blun_z",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",cloverheartquake.bsky.social,Sauce (Spooky ver.),"she/her. PDX mostly. cloak-wearing manic pixie dream MILF. non-practicing librarian, burned-out activist. sorry in advance about everything!",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",sketchmandl.bsky.social,Sketch Man,"ABDL artist. You can support me on https://sketchman.fanbox.cc/
and get rewards, commissions and see everything I make 5 weeks in advance!

Also find me on:
boosty.to/sketchmandl
deviantart.com/sketchman-dl
pixiv.net/en/users/128158",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",wheelable.bsky.social,wheel,proud game boy advance owner,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",phuijl.bsky.social,Phui Jing Ling 🆖,"I draw/2D animate!
Animated on Nintendo's Advance Wars Reboot Camp, Nickelodeon's Rise of the TMNT, Lackadaisy, etc

✉️phuiscribbles@gmail.com
⚡️Support my project: patreon.com/phuijl OR https://ko-fi.com/phuijl#
🔹Website: https://phuijl.carrd.co/",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",supernesjoe.bsky.social,Joe - The Groblin King -,"Bottom shelf Game Designer, top shelf friend. Development Director at Limited Run Games. I'm making a bad RPG. I made Bird King. Apologies in advance.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",stevencarson.bsky.social,stevencarson,"You can support me and get early access to variations. Thank you in advance.

http://patreon.com/stevencarson
http://subscribestar.adult/stevencarson",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",gameboycommunity.bsky.social,GameBoy Community,"Everything #GameBoy // Original Gameboy, Pocket, Color, Advance, Micro, Collections, Games, Mods, Homebrew // Now You're Playing with Portable Power!

Check out our ""GameBoy Community"" on #Twitter / #X <3",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",guayodraws.bsky.social,Guayo,"Illustrator | 30 | He/Him | 🇲🇽

Read my comic at:
🐴 One month in advance: http://patreon.com/guayodraws
🫏 From the beginning: http://guayodraws.tumblr.com",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",foofarawr.bsky.social,Foofarawr,"✨ Pixel Artist
💼 Lead UI Artist @ Atomhawk Advance",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",6thgenbliss.bsky.social,6th Gen Bliss,"Dedicated to the 6th console generation. Dreamcast, GameCube, PlayStation 2, Xbox, & GameBoy Advance. All screenshots and video captured from original hardware unless otherwise stated.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",urbaninstitute.bsky.social,Urban Institute,Data and evidence to advance upward mobility and equity.,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",jeronimosaldana.bsky.social,Jeronimo Saldana,Proud #Chicano committed to uplifting #Latinx voices & using social media to advance #CriminalJustice & immigration reforms.,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",nimishlad.bsky.social,Nimish Lad,Trust Head of Curriculum Development | Assessment | Physics | Author: MARGE model of learning in Action | UCL grad | Primary school governor | Views are my own | All typos owned and apologised for in advance,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",surprisedface.bsky.social,Surprised Face Guy,"You could be one of my first 10,000 followers. Time is not running out. 

Sorry in advance: https://bsky.app/profile/did:plc:sdkxyw2r7xlx5kjhsolgagv6/feed/aaaly5qgvbn52",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",dgps.bsky.social,Deutsche Gesellschaft für Psychologie,"The German Psychological Society (DGPs, the Society) is an incorporated association of qualified psychologists engaged in research and teaching. Its goal is to advance and expand scientific psychology.
www.dgps.de",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",chaokocartoons.bsky.social,CHAOKO,"Mason C Hardison 25yo Animator/Illustrator

Previously animated for Wayforward on Advance Wars 1+2: Re-Boot Camp and River City Girls 2

Currently working on KilaFlow, Blueblood Arena, and Smack Studio",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",funecology.bsky.social,Functional Ecology ,"Publishes papers that significantly advance the field of ecology, including physiological, behavioural and evolutionary ecology.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",caribarcas.bsky.social,Cari Barcas,Recovering journalist now working to advance large-scale solutions to climate and environmental problems worldwide as communications director at Stand.earth.,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",iashedinburgh.bsky.social,The Institute for Advanced Studies in the Humanities,"News & highlights from the Institute for Advanced Studies in the Humanities at the University of Edinburgh https://www.iash.ed.ac.uk/
 #arts #humanities #socialscience #academicsky",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",jesseconrad.bsky.social,Jesse Conrad,"My life consists of coffee and politics.  🏳️‍🌈

Now: Berger Hirschberg Strategies 

Prior: The Advance Group, Freedom House, The Netherland-America Foundation

Reading, PA → Brooklyn, NY

Views & opinions are my own.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",catsonmars.bsky.social,Tommy Pedrini,"🎵 Music Director - YARS RISING; Composer/Arranger - Advance Wars 1+2 Re-Boot Camp, Vitamin Connection, OK K.O.!, Mao Mao, & more

🎵 https://tommy.la 
pfp: linzb0t.bsky.social",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",spie.org,SPIE,"The official account of SPIE, the international society for #optics and #photonics. We help advance light-based research and technology across the globe! ",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",jacobnyrup.bsky.social,𝙅𝙖𝙘🍩𝙗 𝙉𝙮𝙧𝙪𝙥,"I (try to) advance knowledge on dictators, Danish municipalities, and 💵🏠 at University of Oslo. DPhil/PhD from Nuffield College, University of Oxford. I also collect loads of data on governments. Webpage and contact information at: www.jacobnyrup.dk",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",botany.one,Botany One,"BlueSky account for https://botany.one the weblog of the Annals of Botany Company. Non-Profit All Science since 1887.

Posts by @alunsalt.bsky.social or @caordonezparra.bsky.social and scheduled well in advance through Buffer.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",flabberdacks.bsky.social,Cedric 'S-Bend' Sump,"I'm Steve. He/him/mid thirties/a large barge (with a radio antenna tower on it). Sometimes I talk about railway operations, sorry in advance.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",russelllatshaw.bsky.social,RTL3,"He/Him
Mostly talks about cartoons and movies, apologies in advance 
https://spacekaleidoscope.com/",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",maddie.vision,Maddie Lim ✨,"🌸 make things, break things 🌸 she/any, plural they 🏳️‍⚧️🏳️‍🌈 game dev 🎹 composer: Shantae Advance, Advance Wars 1+2: Re-Boot Camp, Vitamin Connection, OK K.O.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",reproaction.bsky.social,Reproaction,"Reproaction leads bold action to increase access to abortion and advance reproductive justice.

reproaction.org ",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",scholarlypub.bsky.social,Society for Scholarly Publishing,"Innovative People Advancing Scholarly Communication

SSP's mission is to advance scholarly publishing and communication, and the professional development of its members through education, collaboration, and networking.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",bradmilne79.bsky.social,The Brad That Dreaded Sundown,"Wannabe scribe, wrestling fan, reading fan, film fan, Christina Hendricks enjoyer, Rhea Ripley enthusiast.  Expect lots of thirst, I apologize in advance.  There might be nudity.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",davejcummings.bsky.social,Dave Cummings,"Illustrator and designer. Apologies in advance for all the pics of my Maine Coon kitten, Evie",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",thegni.bsky.social,Global Network Initiative ,A multistakeholder collaboration working to protect & advance freedom of expression and privacy in the tech sector.,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",tzvi.audio,Tzvi Sherman,"procedurally generated sound designer. prev: Bungie, Advance Wars 1+2: Re-Boot Camp, Contra: Operation Galuga, and River City Girls 2.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",mklachu.bsky.social,Michaela Nachtigall,"Arranger / Composer for Advance Wars 1+2: Re-Boot Camp! ✧ 🎻 Musician on Chicory, Ikenfell, Vitamin Connection, and more! ✧ Otamatone Queen ✧ pfp: 
linzb0t",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",ninakohn.bsky.social,Nina Kohn,"Professor @SyracuseU.  Distinguished Scholar in Elder Law at Yale's @SolomonCtrYLS.  Working to advance the civil rights of older adults.  Let's talk about #Aging, #LongTermCare, #Guardianship, #AdvancePlanning, #AgeDscrimination, #LegalEd, & more.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",mathematicanow.bsky.social,MathematicaNow,"We use data, evidence & technology to advance equity in health, human services & global development. Employee-owned, #ProgressTogether",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",justinofclark.bsky.social,Blackwater Clark ,"Literal/figurative giant blerd. Throws words at you from Kotaku, Slant Magazine, Gamespot, et al. Occasionally, there's wrestling posts. Sorry about that in advance. Opinions are mine alone. He/Him",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",istorg.bsky.social,Institute for Security and Technology,We design and advance solutions to the world’s toughest emerging security threats. #SecurityandTechnology #RansomwareTaskForce,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",lauowolf.bsky.social,Lauowolf,"Lauowolf everywhere

Also, I have a minor vision issue, and mostly it's okay
But focussing on individual letters or, sigh, punctuation, is difficult
There will be typos I won't catch
I apologize in advance",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",gabcody.bsky.social,Gab Cody,"Religious beliefs: Tigers will eat you.
Theater and Filmmaker. Co-creator DODO, STRATA, OJO, The ASCENDANTS, DAYLIGHTING THE STREAM. I teach directing at Carnegie Mellon University. Burgeoning novelist (apologies in advance).",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",navalinstitute.bsky.social,U.S. Naval Institute,"An independent forum for those who dare to read, think, speak, and write to advance the professional, literary, and scientific understanding of seapower.",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",biajs.bsky.social,British and Irish Association for Jewish Studies,"to nurture, cultivate and advance the teaching and research in Jewish culture and history in all its aspects within Higher Education in the British Isles

https://bajsbulletin.wpcomstaging.com",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",geraldoray.bsky.social,Big Purple Derg,"32. He/Him. Occasionally NSFW, 18+ ONLY PLEASE. NO RP.

Might post/repost fat stuff (sorry in advance). 

Icon & Banner by @kokukokuboo.bsky.social",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",humanistsuk.bsky.social,Humanists UK,We advance free thinking and promote humanism to create a tolerant society where rational thinking and kindness prevail.,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",fawnnguyen.bsky.social,Fawn Nguyen,"Mom, wife, classroom teacher for 30 years 
Specialist, Math Advance Team @ Amplify Desmos Math
http://fawnnguyen.com
http://visualpatterns.org 
http://between2numbers.com 
http://chewablemath.com",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",czarakas.bsky.social,Claire Zarakas,"Climate science PhD student at UW,  DOE CSGF fellow. Interested in biosphere-atmosphere interactions & applying climate science research to advance climate action",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",charlesknight.co.uk,Charles,"Assistant Director (Knowledge & Innovation/Governance, Consultancy & Insight) at Advance HE.  Tweets in a personal capacity. Legally Chuck Knight in APAC region.
",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",craigpindell.bsky.social,Craig P - Film Photographer 🎞️📷,"Film photographer, mostly large format. Find more work at craigpindell.com.  

Always hoping for constructive feedback on the photographs I post.  Thank you in advance
",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",handle.invalid,Stephen Groves,Advance has been. Fighter for Democracy.,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",parmersan.bsky.social,Seth Parmer,He/Him - Staff Writer for TheGamer - I will frequently post about games and anime... Sorry in advance.,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",tontontoonayan.bsky.social,Toony ,"heya! i do cartoons and retro art
hyperfixated with gameboy advance games btw 👻

He/They | Pixelartist/Animator | SFW
📬 DM's Here ‣ t.me/Tonton_toonayan
✏️ ArtChannel ‣ t.me/toonysgarage
🐊 Comms ‣ Ask
💼 Portfolio ‣ https://linktr.ee/tonton_toonayan",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",jhocarneiro.bsky.social,Jhonatan Carneiro,"Art & Design Editor | 📚 GAMEBOOK Advance, GAMEBOOK Color, GAMEBOOK, amiibook, Ninsight | 📰 Switch Player, Ninty Fresh, Vitamag | Views are my own",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",hydrodagatr.bsky.social,HydroDaGatr,"Local Gatr who likes to Draw and play games!/21/INFP/Straight 🔫🐊 🇵🇷
18+ but expect NO NSFW/No Minors Please
Apologies in advance for Weirdness
Vore Alt of @hydro-gatr.bsky.social

https://www.furaffinity.net/user/hydrodaferaliga",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",jnmiller.bsky.social,Jacob Miller,Melville Advance | Award Winning Journalist | Huge Star Wars fan | Comic Reader | he/him,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",advancegeo.bsky.social,ADVANCEGeo Partnership,ADVANCEGeo Partnership: Empowering (geo)scientists to transform #WorkplaceClimate #FieldSafety #Equity #Justice #STEMToo #BystanderIntervention #ResearchEthics  https://serc.carleton.edu/advancegeo,0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",jschuster.bsky.social,"jon ""spontaneity requires advance planning"" schuster","Former IT drudge.
He/him
Cis-het white dude. Or, as the philosoper once said: ""lowest possible difficulty setting""  (h/t John Scalzi)",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",genegeorge.bsky.social,Gene George ☭ (Booillionaires are a Policy Failure),"""Das ist nicht nur nicht richtig; es ist nicht einmal falsch!""

Inventor of the Kniforpoon. I apologize and advance.

He/Him

648 months old

All the goods: https://bsky.app/profile/did:plc:bib2xl45hzlfsz4bvpkprcd6/feed/aaamhcf6xeja6",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",lenophie.bsky.social,Lenophie🐇🏳️‍⚧️ back into the bunframe,"Cringe e-girl making bnnuy propaganda @ BunstackGames 🐇 
La plus œstrogénante de Game Dolls Advance 🏳️‍⚧️
Streameuse parasociale-démocrate clocky 😳
₍ᐢ..ᐢ₎",0,0,0,2024-10-20
Advance HE,"Charities,Trusts and Non Government",elsa-euclid.bsky.social,ELSA: Euclid Legacy Science Advanced analysis tools,Pushing the boundaries of spectroscopy with the European Space Agency's Euclid space telescope. Account run by @stephenserjeant.bsky.social and the ELSA team https://elsa-euclid.github.io/,0,0,0,2024-10-20
